index,DR Number,Date Occurred,Time Occurred,latitude,longitude
10843,121508073,2012-03-13,15:00,34.1794,-118.3965
10850,121508753,2012-03-25,14:15,34.1425,-118.3643
10851,121509573,2012-04-09,23:30,34.1722,-118.3877
10854,121507979,2012-03-12,01:50,34.1529,-118.3703
10861,121510390,2012-04-24,22:00,34.205,-118.4061
10880,121509000,2012-03-29,16:20,34.2012,-118.4052
10885,121508720,2012-03-25,10:45,34.1588,-118.379
10888,121513422,2012-06-17,21:15,34.1722,-118.3877
10891,121512169,2012-05-26,10:45,34.1372,-118.3633
10900,121508996,2012-03-29,13:05,34.1576,-118.3932
10907,121510903,2012-05-02,15:00,34.132,-118.3453
10909,121509703,2012-04-11,21:30,34.1284,-118.3472
10911,121512426,2012-05-31,09:20,34.1722,-118.3844
10914,121509148,2012-04-01,08:05,34.1985,-118.4052
10917,121510711,2012-04-28,15:45,34.1529,-118.3703
10926,121508321,2012-03-18,03:50,34.1493,-118.3703
10932,121512687,2012-05-30,21:00,34.1284,-118.3472
10933,121512974,2012-06-10,00:30,34.1271,-118.3457
10934,121509529,2012-04-05,18:30,34.1722,-118.3899
10935,121507514,2012-03-02,15:30,34.1794,-118.3965
10939,121509119,2012-03-31,17:25,34.1576,-118.3965
10945,121510827,2012-05-01,15:20,34.1784,-118.3965
10979,121509798,2012-04-13,16:15,34.2012,-118.4052
10994,121513209,2012-06-13,11:15,34.1524,-118.3734
10995,121510165,2012-04-20,12:40,34.1284,-118.3472
11009,121512154,2012-05-23,17:50,34.1377,-118.3572
11010,121508401,2012-03-19,13:55,34.1504,-118.3496
11011,121513455,2012-06-18,23:50,34.1576,-118.4031
11015,121510679,2012-04-28,18:20,34.1504,-118.3965
11024,121512879,2012-06-08,16:30,34.1545,-118.3684
11027,121508694,2012-03-23,21:30,34.1237,-118.3428
11028,121512019,2012-05-23,13:15,34.1078,-118.3308
11031,121511271,2012-05-09,15:45,34.1676,-118.3877
11038,121511774,2012-05-18,22:00,34.1504,-118.3965
11042,121509802,2012-04-13,18:40,34.135,-118.3611
11043,121507765,2012-03-07,12:30,34.1576,-118.3965
11054,121510151,2012-04-20,07:45,34.1649,-118.3789
11061,121510230,2012-04-21,18:00,34.1576,-118.3965
11071,121512854,2012-06-08,08:30,34.1533,-118.4058
11157,121606698,2012-03-04,07:30,34.2217,-118.4053
11252,121608220,2012-04-06,05:50,34.2217,-118.4053
11262,121607426,2012-03-19,06:50,34.2217,-118.4053
11458,121707720,2012-03-09,08:45,34.2214,-118.4749
11520,121610811,2012-06-02,19:15,34.2217,-118.4053
11610,121611544,2012-06-20,08:50,34.2217,-118.4053
11879,121711805,2012-05-26,06:25,34.2247,-118.4742
12204,121712657,2012-06-11,18:20,34.2214,-118.4749
12226,121713519,2012-06-18,13:10,34.2214,-118.4721
12774,122008491,2012-03-24,12:55,34.0764,-118.288
12781,121908176,2012-03-12,14:30,34.2214,-118.4721
12862,121914165,2012-06-20,13:30,34.2214,-118.4731
12908,121910348,2012-04-16,15:45,34.2214,-118.4721
12946,121910335,2012-04-16,06:45,34.2214,-118.4699
13011,121912406,2012-05-24,12:30,34.1576,-118.44
13047,121911580,2012-04-19,20:30,34.2214,-118.4721
13069,121909732,2012-04-05,13:10,34.2214,-118.4721
13071,121912104,2012-05-17,14:20,34.2214,-118.4699
13091,121912451,2012-05-24,15:40,34.2214,-118.4721
13121,121908045,2012-03-09,18:30,34.2214,-118.4699
13133,121908528,2012-03-17,08:10,34.2217,-118.4053
13135,121912034,2012-05-13,17:30,34.2247,-118.4699
13220,121908691,2012-03-18,12:00,34.2247,-118.4699
13373,121913611,2012-06-11,04:20,34.2231,-118.4699
13383,121908039,2012-03-09,16:25,34.2214,-118.4699
13417,122008795,2012-03-29,23:25,34.0817,-118.3034
13449,122008929,2012-03-31,17:20,34.0836,-118.3016
13469,122011478,2012-05-23,17:40,34.0817,-118.3034
13507,122012699,2012-06-20,09:40,34.0749,-118.2868
13512,122007966,2012-03-14,16:40,34.0836,-118.2917
13518,122009227,2012-04-07,23:15,34.0799,-118.3004
13577,122010980,2012-05-13,16:30,34.0836,-118.3016
13613,122011266,2012-05-20,00:05,34.0764,-118.288
13705,122012803,2012-06-21,00:05,34.0835,-118.3057
13725,122007539,2012-03-07,21:30,34.0764,-118.2868
13737,122007656,2012-03-09,14:05,34.0836,-118.3028
13767,122008003,2012-03-13,22:00,34.0836,-118.3005
13773,122012159,2012-06-08,22:30,34.0777,-118.2917
13774,122012932,2012-06-25,12:20,34.0836,-118.3016
13779,122009321,2012-04-10,16:45,34.0799,-118.3004
13784,122007439,2012-03-05,19:50,34.0836,-118.3016
13818,122012498,2012-06-16,03:35,34.0763,-118.2917
13824,122009796,2012-04-20,03:15,34.0765,-118.2868
13887,122012507,2012-06-13,23:00,34.0836,-118.3034
13901,122010931,2012-05-13,04:00,34.0765,-118.2868
13915,122009889,2012-04-22,22:50,34.0836,-118.3005
13932,122008625,2012-03-26,07:15,34.0791,-118.2917
13961,122011284,2012-05-20,13:20,34.0836,-118.3028
13966,122007502,2012-03-07,00:50,34.0767,-118.2856
14011,122012915,2012-06-23,18:00,34.0791,-118.2917
14043,122008904,2012-04-01,02:00,34.0836,-118.3051
14055,122008794,2012-03-29,23:25,34.0817,-118.3034
14131,122009491,2012-04-13,22:00,34.0836,-118.3016
14145,122008905,2012-03-31,19:25,34.0763,-118.2917
14174,122009266,2012-04-09,07:25,34.0764,-118.2905
14197,122009559,2012-04-14,16:00,34.0754,-118.2856
